node	atom	dim0	dim1	dim2	dim3	dim4	dim5	dim6	dim7	dim8	dim9	dim10	dim11	dim12	dim13	dim14	dim15	dim16	dim17	dim18	dim19	dim20	dim21	dim22	dim23	dim24	dim25	dim26	dim27	dim28	dim29	dim30	dim31	dim32	dim33	dim34	dim35	dim36	dim37	dim38	dim39	dim40	dim41	dim42	dim43	dim44	dim45	dim46	dim47	dim48	dim49	dim50	dim51	dim52	dim53	dim54	dim55	dim56	dim57	dim58	dim59	dim60	dim61	dim62	dim63
0	C	0.392368	0.000000	0.000000	0.000000	0.000000	19.846523	5.107922	0.000000	0.000000	0.000000	4.971661	0.000000	0.000000	2.380364	8.376886	26.849899	0.000000	13.609906	0.000000	0.000000	26.981421	13.590033	37.634331	0.000000	0.000000	2.026899	15.256467	6.283626	0.000000	1.165213	5.572350	12.497012	23.544392	0.000000	0.000000	21.829966	16.787920	0.000000	40.464756	0.000000	0.000000	0.000000	0.000000	0.000000	41.469532	0.000000	0.000000	36.273491	4.037338	0.000000	38.216778	0.000000	0.000000	0.000000	19.426977	0.000000	0.000000	0.000000	1.987769	4.885197	0.881834	0.000000	11.782475	28.044722
1	C	6.531497	0.000000	0.000000	0.000000	0.000000	7.891245	0.000000	4.305778	0.000000	0.000000	18.099066	0.000000	0.000000	0.000000	2.680554	19.226915	0.000000	8.401379	0.000000	0.000000	18.614416	7.545651	26.478617	0.000000	0.000000	6.991530	7.887375	3.178024	0.000000	0.000000	3.742669	14.277730	21.120258	0.000000	0.000000	16.378969	16.044441	2.420316	25.354565	5.580817	0.249475	0.000000	0.000000	0.000000	28.250097	0.000000	2.946558	29.808855	0.000000	0.000000	28.265173	0.000000	0.000000	0.000000	10.064893	10.164539	0.000000	0.000000	3.002213	0.000000	4.428236	0.000000	0.000000	20.066500
2	C	2.166109	0.000000	0.000000	0.000000	0.000000	3.103379	0.000000	4.648911	0.000000	0.400027	12.851079	0.000000	0.000000	0.000000	0.000000	9.586432	0.000000	1.952719	0.000000	0.000000	10.985703	1.601341	12.585088	0.000000	0.000000	3.150123	3.421754	0.000000	0.000000	0.000000	0.371776	5.474377	12.216509	0.000000	0.000000	8.862563	10.638887	1.574610	11.190055	7.406337	0.000000	0.000000	0.000000	0.000000	12.870059	0.000000	1.757965	17.558306	0.000000	0.706045	10.806006	0.000000	0.000000	0.000000	0.000000	6.885557	0.000000	0.000000	0.000000	0.000000	0.193208	0.000000	0.000000	10.290834
3	C	0.142821	0.000000	0.000000	0.000000	0.000000	1.802944	0.000000	3.415557	0.000000	0.000000	7.756811	0.000000	0.000000	0.000000	0.000000	5.413880	0.000000	0.883482	0.000000	0.000000	6.932357	0.000000	7.115777	0.000000	0.000000	1.247789	2.249174	0.000000	0.000000	0.000000	0.000000	1.738834	6.120028	0.000000	0.000000	4.533875	6.474066	0.041851	5.359273	6.069496	0.000000	0.000000	0.000000	0.000000	5.866164	0.000000	0.000000	9.489837	0.000000	0.265743	3.839873	0.000000	0.000000	0.000000	0.000000	3.662725	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.617243
4	H	6.859324	5.220926	0.000000	0.000000	0.000000	6.184461	3.927771	0.000000	0.000000	0.000000	9.609592	0.000000	0.000000	4.608824	4.021260	11.936267	0.000000	8.353681	0.000000	0.000000	9.193368	7.546484	16.935450	4.153957	0.000000	7.420929	4.447390	7.436763	0.000000	3.772600	5.352791	12.611937	12.278015	0.000000	0.000000	9.482108	6.684285	3.342208	17.381231	0.000000	2.423615	0.000000	0.000000	0.000000	19.557753	0.000000	2.415201	16.662304	0.000000	0.000000	23.402779	0.000000	0.000000	0.000000	14.731706	5.493272	0.000000	0.000000	6.131444	2.221399	6.383962	0.000000	0.052619	11.944480
5	H	6.835348	5.135078	0.000000	0.000000	0.000000	6.056660	3.808373	0.000000	0.000000	0.000000	9.624529	0.000000	0.000000	4.457322	3.903785	11.788161	0.000000	8.210692	0.000000	0.000000	9.084969	7.409261	16.723082	4.091381	0.000000	7.361575	4.360871	7.288951	0.000000	3.704293	5.276969	12.474961	12.168273	0.000000	0.000000	9.379570	6.661930	3.356250	17.091518	0.000000	2.419108	0.000000	0.000000	0.000000	19.254974	0.000000	2.433202	16.466698	0.000000	0.000000	23.047991	0.000000	0.000000	0.000000	14.474229	5.519362	0.000000	0.000000	6.046106	2.133080	6.309542	0.000000	0.000000	11.798656
6	H	6.802864	5.024324	0.000000	0.000000	0.000000	5.879504	3.641721	0.000000	0.000000	0.000000	9.652010	0.000000	0.000000	4.253100	3.742149	11.582859	0.000000	8.024606	0.000000	0.000000	8.937099	7.219268	16.430651	4.006480	0.000000	7.279449	4.239819	7.096784	0.000000	3.606413	5.171892	12.283338	12.023707	0.000000	0.000000	9.236024	6.632088	3.377393	16.696495	0.000000	2.408072	0.000000	0.000000	0.000000	18.840452	0.000000	2.455070	16.199339	0.000000	0.000000	22.561760	0.000000	0.000000	0.000000	14.129701	5.555959	0.000000	0.000000	5.924910	2.010978	6.208306	0.000000	0.000000	11.600397
7	H	5.373111	3.060950	0.000000	0.000000	0.000000	2.663201	0.553324	0.679893	0.000000	1.381402	9.254942	0.000000	0.000000	0.992648	1.309670	7.327151	0.000000	5.025743	0.000000	0.000000	6.278640	3.946659	10.734589	2.313024	0.000000	5.437919	2.071294	4.296672	0.000000	1.555622	3.410510	8.036908	9.625118	0.868634	0.000000	6.158993	5.976863	3.220836	9.929204	1.256109	1.651663	0.000000	0.000000	0.000000	11.599943	0.000000	2.727881	11.128058	0.000000	0.000000	13.862990	0.000000	0.000000	0.000000	8.272139	5.493829	0.000000	0.000000	3.424253	0.000000	4.107386	0.000000	0.000000	7.859095
8	H	5.240477	2.888771	0.000000	0.000000	0.000000	2.541806	0.386480	0.700472	0.000000	1.452041	9.220743	0.000000	0.000000	0.787777	1.232820	7.076867	0.000000	4.795267	0.000000	0.000000	6.136005	3.867888	10.399430	2.174238	0.000000	5.285887	1.959598	4.077538	0.000000	1.424278	3.277953	7.826868	9.468029	0.916406	0.000000	6.076814	5.943095	3.152827	9.568663	1.370093	1.572301	0.000000	0.000000	0.000000	11.220426	0.000000	2.704550	10.914268	0.000000	0.000000	13.404566	0.000000	0.000000	0.000000	7.898812	5.444118	0.000000	0.000000	3.252773	0.000000	3.964512	0.000000	0.000000	7.628652
9	H	2.251903	1.436495	0.000000	0.000000	0.000000	0.550677	0.000000	0.797615	0.000000	1.599518	5.127478	0.000000	0.000000	0.000000	0.261586	2.863046	0.000000	2.079798	0.000000	0.000000	3.131158	1.189119	4.365181	0.839000	0.000000	2.684608	0.348236	2.035655	0.030744	0.000000	1.708761	3.112314	5.299036	0.842017	0.000000	2.248259	3.516067	1.942975	4.048086	1.567004	0.051536	0.000000	0.000000	0.000000	4.771654	0.000000	1.899414	5.342899	0.000000	0.118191	5.576778	0.000000	0.000000	0.000000	2.360784	3.056555	0.000000	0.000000	1.006460	0.000000	1.626929	0.000000	0.000000	3.619720
