node	atom	dim0	dim1	dim2	dim3	dim4	dim5	dim6	dim7	dim8	dim9	dim10	dim11	dim12	dim13	dim14	dim15	dim16	dim17	dim18	dim19	dim20	dim21	dim22	dim23	dim24	dim25	dim26	dim27	dim28	dim29	dim30	dim31	dim32	dim33	dim34	dim35	dim36	dim37	dim38	dim39	dim40	dim41	dim42	dim43	dim44	dim45	dim46	dim47	dim48	dim49	dim50	dim51	dim52	dim53	dim54	dim55	dim56	dim57	dim58	dim59	dim60	dim61	dim62	dim63
0	C	0.000000	0.000000	0.000000	0.000000	0.000000	15.668077	1.676809	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.732057	4.460795	20.293301	0.000000	10.784583	0.000000	0.000000	22.634993	7.167673	28.651323	0.000000	0.000000	0.000000	12.987842	3.428951	0.000000	0.000000	2.828891	4.225800	17.639685	0.000000	0.000000	14.622211	13.449781	0.000000	29.855347	0.000000	0.000000	0.000000	0.000000	0.000000	29.883821	0.000000	0.000000	25.800821	8.153750	0.000000	23.650366	0.000000	0.000000	0.000000	10.736567	0.000000	0.000000	0.000000	0.000000	2.602725	0.000000	0.000000	12.029138	21.966877
1	C	2.605621	0.000000	0.000000	0.691573	0.000000	6.612009	0.000000	0.000000	0.000000	0.369415	9.725166	0.000000	0.000000	0.000000	6.197365	5.803864	0.000000	0.000000	0.000000	0.000000	5.904016	9.649592	7.844373	0.000000	0.000000	1.589346	1.378023	0.438376	0.000000	0.000000	1.184657	9.026066	8.167283	0.000000	0.000000	11.695912	5.741297	0.000000	12.659010	2.523869	0.000000	0.000000	0.000000	0.000000	13.765305	0.000000	2.368392	17.637756	0.000000	0.000000	15.568836	0.000000	0.000000	0.000000	2.813181	3.801968	0.000000	0.000000	1.230386	0.000000	1.187774	0.000000	0.000000	6.017772
2	C	0.000000	0.000000	0.000000	0.000000	0.000000	5.795203	0.000000	0.000000	0.000000	0.000000	0.211356	0.000000	0.000000	0.000000	3.250105	1.998915	0.000000	0.000000	0.000000	0.000000	5.064398	3.967843	3.880307	0.000000	0.000000	0.000000	2.075443	0.000000	0.000000	0.000000	0.000000	0.149194	3.682353	0.000000	0.000000	6.008591	3.187796	0.000000	6.271294	1.351337	0.000000	0.000000	0.000000	0.000000	5.876298	0.000000	0.000000	7.928624	1.747450	0.000000	3.033621	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.026207	3.520814
3	H	5.555527	4.298082	0.000000	0.000000	0.000000	4.318072	2.523012	0.219935	0.000000	0.000000	8.242587	0.000000	0.000000	3.273931	2.494318	9.589468	0.000000	7.039608	0.000000	0.000000	7.631945	5.195204	13.651838	3.235176	0.000000	6.129936	3.432924	6.125048	0.000000	2.748470	4.349113	9.640484	10.417194	0.000000	0.000000	7.058103	5.940708	3.023230	13.617705	0.000000	1.754211	0.000000	0.000000	0.000000	15.324425	0.000000	2.254151	13.167066	0.000000	0.000000	18.105135	0.000000	0.000000	0.000000	11.493630	4.727933	0.000000	0.000000	4.725360	1.265120	4.987724	0.000000	0.000000	9.829336
4	H	5.484546	4.063336	0.000000	0.000000	0.000000	3.976982	2.169840	0.336071	0.000000	0.000000	8.342325	0.000000	0.000000	2.863006	2.196147	9.129246	0.000000	6.664627	0.000000	0.000000	7.313186	4.842044	13.025718	3.045644	0.000000	5.934147	3.168079	5.739460	0.000000	2.510690	4.104882	9.246393	10.135998	0.000000	0.000000	6.796729	5.883424	3.063679	12.806432	0.075364	1.714877	0.000000	0.000000	0.000000	14.468940	0.000000	2.277069	12.651029	0.000000	0.000000	17.118244	0.000000	0.000000	0.000000	10.807584	4.827127	0.000000	0.000000	4.429614	1.018029	4.780349	0.000000	0.000000	9.401059
5	H	5.382694	3.712411	0.000000	0.000000	0.000000	3.503145	1.649823	0.518523	0.000000	0.173005	8.493698	0.000000	0.000000	2.292573	1.746153	8.547586	0.000000	6.223346	0.000000	0.000000	6.959133	4.312626	12.256144	2.769638	0.000000	5.664741	2.853133	5.194781	0.000000	2.169980	3.770218	8.691888	9.807806	0.000000	0.000000	6.444992	5.864352	3.099257	11.714396	0.496622	1.662635	0.000000	0.000000	0.000000	13.329919	0.000000	2.293417	11.950952	0.000000	0.000000	15.758883	0.000000	0.000000	0.000000	9.870550	4.985232	0.000000	0.000000	4.025968	0.691633	4.486775	0.000000	0.000000	8.877261
6	H	0.665498	0.964658	0.000000	0.000000	0.000000	0.369674	0.000000	0.626884	0.000000	0.826142	2.440237	0.000000	0.000000	0.136156	0.000000	1.700115	0.000000	1.282429	0.000000	0.000000	1.896717	0.000000	2.469758	0.577009	0.000000	1.192502	0.521451	1.112176	0.688548	0.000000	0.596054	1.102831	2.468003	0.000000	0.000000	0.809637	1.991869	0.982811	1.943542	1.447468	0.000000	0.000000	0.329426	0.000000	2.242819	0.000000	0.551262	2.694557	0.000000	0.000000	2.342688	0.000000	0.000000	0.000000	0.305855	1.303842	0.000000	0.000000	0.229380	0.000000	0.369574	0.000000	0.000000	1.860011
7	H	0.622406	0.947070	0.000000	0.000000	0.000000	0.368829	0.000000	0.587882	0.000000	0.853853	2.345826	0.000000	0.000000	0.142359	0.000000	1.608315	0.000000	1.205500	0.000000	0.000000	1.802147	0.000000	2.336939	0.570420	0.000000	1.151321	0.488183	1.068432	0.737557	0.000000	0.566009	1.062172	2.358270	0.000000	0.000000	0.773960	1.914214	0.957381	1.832999	1.415422	0.000000	0.000000	0.356900	0.000000	2.117785	0.000000	0.541992	2.576860	0.000000	0.000000	2.224856	0.000000	0.000000	0.000000	0.230771	1.254770	0.000000	0.000000	0.206785	0.000000	0.342216	0.000000	0.000000	1.748977
