node	atom	dim0	dim1	dim2	dim3	dim4	dim5	dim6	dim7	dim8	dim9	dim10	dim11	dim12	dim13	dim14	dim15	dim16	dim17	dim18	dim19	dim20	dim21	dim22	dim23	dim24	dim25	dim26	dim27	dim28	dim29	dim30	dim31	dim32	dim33	dim34	dim35	dim36	dim37	dim38	dim39	dim40	dim41	dim42	dim43	dim44	dim45	dim46	dim47	dim48	dim49	dim50	dim51	dim52	dim53	dim54	dim55	dim56	dim57	dim58	dim59	dim60	dim61	dim62	dim63
0	C	0.000000	0.000000	0.000000	0.000000	0.000000	9.304133	0.000000	0.000000	0.000000	0.000000	2.439065	0.000000	0.000000	0.000000	2.484783	13.664563	0.000000	7.046937	0.000000	0.000000	15.348969	4.344168	19.263090	0.000000	0.000000	0.000000	8.151842	2.202116	0.000000	0.000000	1.890172	3.729765	12.943234	0.000000	0.000000	9.936922	10.018167	0.000000	19.679375	1.323076	0.000000	0.000000	0.000000	0.000000	19.974224	0.000000	0.000000	18.377718	3.688910	0.000000	16.160534	0.000000	0.000000	0.000000	6.117217	0.000000	0.000000	0.000000	0.000000	0.902052	0.000000	0.000000	5.998333	14.937265
1	C	0.000000	0.000000	0.000000	0.000000	0.000000	3.048391	0.000000	3.949084	0.000000	0.000000	8.310088	0.000000	0.000000	0.000000	0.000000	7.612509	0.000000	1.658764	0.000000	0.000000	9.819865	0.000000	9.923750	0.000000	0.000000	1.054215	3.712639	0.000000	0.000000	0.000000	0.000000	2.077605	8.698216	0.000000	0.000000	6.278270	8.533021	0.000000	8.607053	6.535062	0.000000	0.000000	0.000000	0.000000	9.373336	0.000000	0.000000	13.233398	0.000000	0.032700	6.274343	0.000000	0.000000	0.000000	0.000000	3.633028	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.198702
2	O	0.621166	0.000000	0.000000	0.000000	0.000000	0.843491	0.000000	1.836260	0.000000	0.547556	4.783609	0.000000	0.000000	0.000000	0.000000	3.289350	0.000000	1.049350	0.000000	0.000000	3.912396	0.000000	4.332969	0.000000	0.000000	1.309143	1.196476	0.000000	0.013192	0.000000	0.000000	1.415543	3.954055	0.000000	0.000000	2.347924	3.897571	0.763069	3.206956	3.413253	0.000000	0.000000	0.000000	0.000000	3.649439	0.000000	0.388608	5.524848	0.000000	0.169427	2.861785	0.000000	0.000000	0.000000	0.000000	2.481315	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.398257
3	H	4.036953	3.417189	0.000000	0.000000	0.000000	2.774511	1.313000	0.820591	0.000000	0.000000	6.463928	0.000000	0.000000	2.323503	1.210216	7.631760	0.000000	6.137444	0.000000	0.000000	6.492154	2.978723	10.966791	2.376330	0.000000	4.778410	2.810814	5.039104	0.000000	1.820388	3.442446	6.752522	8.695663	0.000000	0.000000	4.752221	5.224104	2.426822	10.505978	0.419934	1.030634	0.000000	0.000000	0.000000	11.798507	0.000000	1.881957	9.957209	0.000000	0.000000	13.428843	0.000000	0.000000	0.000000	8.656686	3.726824	0.000000	0.000000	3.469772	0.698662	3.621414	0.000000	0.000000	8.121621
4	H	3.945725	3.204526	0.000000	0.000000	0.000000	2.417419	0.963325	0.932002	0.000000	0.000000	6.544819	0.000000	0.000000	1.941404	0.892689	7.203136	0.000000	5.805926	0.000000	0.000000	6.201083	2.589320	10.392148	2.204161	0.000000	4.592909	2.574965	4.660497	0.000000	1.590447	3.196066	6.346036	8.419262	0.000000	0.000000	4.467709	5.175827	2.472722	9.685919	0.692295	1.006169	0.000000	0.000000	0.000000	10.957810	0.000000	1.901104	9.420096	0.000000	0.000000	12.450615	0.000000	0.000000	0.000000	7.975726	3.842345	0.000000	0.000000	3.170451	0.485446	3.423757	0.000000	0.000000	7.722072
5	H	1.701700	1.289911	0.000000	0.000000	0.000000	0.454925	0.000000	0.727724	0.000000	1.376282	4.201324	0.000000	0.000000	0.000000	0.001647	2.400244	0.000000	1.747951	0.000000	0.000000	2.668820	0.656124	3.593815	0.717020	0.000000	2.167284	0.373039	1.669454	0.452322	0.000000	1.296890	2.361902	4.269343	0.458752	0.000000	1.723441	2.977563	1.586220	3.210870	1.544812	0.000000	0.000000	0.000000	0.000000	3.764002	0.000000	1.434499	4.349665	0.000000	0.075112	4.297906	0.000000	0.000000	0.000000	1.524607	2.442211	0.000000	0.000000	0.667801	0.000000	1.150622	0.000000	0.000000	2.946707
6	H	1.626686	1.269118	0.000000	0.000000	0.000000	0.446136	0.000000	0.696640	0.000000	1.371619	4.076885	0.000000	0.000000	0.000000	0.000000	2.290910	0.000000	1.665631	0.000000	0.000000	2.568821	0.617064	3.428039	0.688332	0.000000	2.105265	0.334330	1.606052	0.535110	0.000000	1.239498	2.271083	4.112008	0.415619	0.000000	1.652420	2.886727	1.537798	3.069034	1.527614	0.000000	0.000000	0.000000	0.000000	3.583688	0.000000	1.403204	4.191935	0.000000	0.085216	4.112489	0.000000	0.000000	0.000000	1.390810	2.372155	0.000000	0.000000	0.617872	0.000000	1.092394	0.000000	0.000000	2.816725
7	H	0.035415	0.592788	0.000000	0.000000	0.000000	0.502514	0.000000	0.396291	0.000000	0.662527	1.363877	0.000000	0.000000	0.263417	0.000000	1.186705	0.000000	1.306924	0.000000	0.000000	1.499268	0.000000	2.085664	0.261608	0.000000	0.579879	0.731477	1.022169	0.600489	0.000000	0.298138	0.299955	1.517550	0.000000	0.000000	0.333939	1.468368	0.776577	1.344679	1.006657	0.000000	0.000000	0.654711	0.000000	1.491013	0.000000	0.080187	1.468742	0.389444	0.000000	1.321913	0.000000	0.000000	0.000000	0.212045	0.332791	0.000000	0.130438	0.000000	0.000000	0.000000	0.000000	0.000000	1.411317
