node	atom	dim0	dim1	dim2	dim3	dim4	dim5	dim6	dim7	dim8	dim9	dim10	dim11	dim12	dim13	dim14	dim15	dim16	dim17	dim18	dim19	dim20	dim21	dim22	dim23	dim24	dim25	dim26	dim27	dim28	dim29	dim30	dim31	dim32	dim33	dim34	dim35	dim36	dim37	dim38	dim39	dim40	dim41	dim42	dim43	dim44	dim45	dim46	dim47	dim48	dim49	dim50	dim51	dim52	dim53	dim54	dim55	dim56	dim57	dim58	dim59	dim60	dim61	dim62	dim63
0	C	0.000000	0.000000	0.000000	0.000000	0.000000	18.892298	4.231284	0.000000	0.000000	0.000000	2.638908	0.000000	0.000000	1.914693	7.382620	24.821142	0.000000	12.573264	0.000000	0.000000	25.692392	11.741281	34.802090	0.000000	0.000000	0.553684	14.665948	5.428250	0.000000	0.182657	4.669556	9.669866	21.528849	0.000000	0.000000	19.617708	15.615707	0.000000	37.468349	0.000000	0.000000	0.000000	0.000000	0.000000	38.019573	0.000000	0.000000	33.093903	5.747719	0.000000	33.722179	0.000000	0.000000	0.000000	16.694086	0.000000	0.000000	0.000000	0.506627	4.276278	0.000000	0.000000	12.279814	26.154131
1	C	4.106723	0.000000	0.000000	0.000000	0.000000	8.532125	0.000000	0.433735	0.000000	0.641768	14.196239	0.000000	0.000000	0.000000	7.632034	9.722841	0.000000	0.000000	0.000000	0.000000	9.696658	12.501173	12.934854	0.000000	0.000000	3.204624	2.584981	0.671363	0.000000	0.000000	2.175515	12.758445	12.966388	0.000000	0.000000	16.111355	9.314641	0.353746	18.618801	3.790316	0.000000	0.000000	0.000000	0.000000	20.573229	0.000000	3.671366	25.358004	0.000000	0.000000	22.603649	0.000000	0.000000	0.000000	4.510890	6.374022	0.000000	0.000000	1.905794	0.000000	2.258525	0.000000	0.000000	9.965802
2	C	0.000000	0.000000	0.000000	0.000000	0.000000	8.505653	0.000000	0.000000	0.000000	0.000000	3.134479	0.000000	0.000000	0.000000	5.648841	5.951185	0.000000	0.000000	0.000000	0.000000	8.451767	7.760225	8.256157	0.000000	0.000000	0.000000	3.264620	0.000000	0.000000	0.000000	0.217761	3.590190	7.756924	0.000000	0.000000	10.401445	5.960214	0.000000	12.995030	2.134948	0.000000	0.000000	0.000000	0.000000	13.311043	0.000000	0.000000	16.324375	0.000000	0.000000	10.808064	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.026157
3	C	0.318908	0.000000	0.000000	0.000000	0.000000	2.163271	0.000000	3.996285	0.000000	0.000000	8.957574	0.000000	0.000000	0.000000	0.000000	6.660838	0.000000	1.013865	0.000000	0.000000	8.232712	0.000000	8.411265	0.000000	0.000000	1.581345	2.732614	0.000000	0.000000	0.000000	0.000000	2.236400	7.403401	0.000000	0.000000	5.455417	7.630301	0.215213	6.635660	6.849274	0.000000	0.000000	0.000000	0.000000	7.473500	0.000000	0.079421	11.653046	0.000000	0.355136	5.085087	0.000000	0.000000	0.000000	0.000000	4.359687	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.804038
4	H	6.290295	4.949147	0.000000	0.000000	0.000000	5.635539	3.579872	0.000000	0.000000	0.000000	8.864565	0.000000	0.000000	4.295492	3.561956	11.234747	0.000000	7.984868	0.000000	0.000000	8.720246	6.746448	15.894483	3.855236	0.000000	6.934207	4.204780	7.066938	0.000000	3.468428	5.031312	11.552328	11.564476	0.000000	0.000000	8.603554	6.368067	3.132654	16.282196	0.000000	2.139436	0.000000	0.000000	0.000000	18.259539	0.000000	2.275348	15.479848	0.000000	0.000000	21.706615	0.000000	0.000000	0.000000	13.695671	5.037433	0.000000	0.000000	5.691919	1.988353	5.865177	0.000000	0.227685	11.289364
5	H	6.252812	4.836752	0.000000	0.000000	0.000000	5.468243	3.422626	0.000000	0.000000	0.000000	8.888140	0.000000	0.000000	4.107078	3.410887	11.031489	0.000000	7.810224	0.000000	0.000000	8.575224	6.566033	15.614101	3.769325	0.000000	6.846873	4.090663	6.879260	0.000000	3.369660	4.921957	11.363284	11.423597	0.000000	0.000000	8.468085	6.338867	3.150205	15.898288	0.000000	2.127060	0.000000	0.000000	0.000000	17.857258	0.000000	2.289030	15.221637	0.000000	0.000000	21.237726	0.000000	0.000000	0.000000	13.366096	5.075922	0.000000	0.000000	5.562513	1.878886	5.768209	0.000000	0.091888	11.095515
6	H	6.204784	4.660428	0.000000	0.000000	0.000000	5.177202	3.133126	0.000000	0.000000	0.000000	8.981610	0.000000	0.000000	3.784539	3.148921	10.672651	0.000000	7.538463	0.000000	0.000000	8.328455	6.257585	15.131619	3.624502	0.000000	6.701236	3.880952	6.577935	0.000000	3.182163	4.729426	11.043434	11.212586	0.000000	0.000000	8.243539	6.303114	3.199225	15.236126	0.000000	2.100711	0.000000	0.000000	0.000000	17.165117	0.000000	2.311900	14.794075	0.000000	0.000000	20.437586	0.000000	0.000000	0.000000	12.826222	5.173147	0.000000	0.000000	5.325315	1.680341	5.611922	0.000000	0.000000	10.765915
7	H	2.308045	1.694948	0.000000	0.000000	0.000000	0.605342	0.000000	1.274713	0.000000	0.557590	5.125878	0.000000	0.000000	0.395447	0.000000	4.325074	0.000000	3.792800	0.000000	0.000000	4.312210	0.338268	6.400434	1.025294	0.000000	2.799697	1.397520	2.497097	0.000000	0.100120	1.705418	3.142204	5.952896	0.406490	0.000000	2.259605	4.064151	1.984866	5.045742	1.577587	0.218218	0.000000	0.000000	0.000000	5.906045	0.000000	1.304933	5.651676	0.000000	0.000000	6.212232	0.000000	0.000000	0.000000	3.463025	3.060967	0.000000	0.000000	1.258171	0.000000	1.751800	0.000000	0.000000	5.014339
8	H	2.293403	1.684393	0.000000	0.000000	0.000000	0.522567	0.000000	1.248119	0.000000	0.715540	5.112144	0.000000	0.000000	0.313810	0.000000	4.121634	0.000000	3.607926	0.000000	0.000000	4.120441	0.287619	6.110006	1.014743	0.000000	2.759391	1.280564	2.413650	0.000000	0.054187	1.651435	3.041553	5.778028	0.518398	0.000000	2.166903	3.962498	1.997029	4.763111	1.631804	0.232570	0.000000	0.000000	0.000000	5.609294	0.000000	1.321140	5.460183	0.000000	0.000000	5.930542	0.000000	0.000000	0.000000	3.263189	3.045931	0.000000	0.000000	1.194239	0.000000	1.699439	0.000000	0.000000	4.789908
9	H	0.987333	1.040109	0.000000	0.000000	0.000000	0.452278	0.000000	0.586021	0.000000	1.115332	3.060427	0.000000	0.000000	0.000000	0.000000	1.734532	0.000000	1.188215	0.000000	0.000000	2.018425	0.210842	2.539987	0.558977	0.000000	1.542683	0.290997	1.211613	0.744912	0.000000	0.820128	1.562511	2.995574	0.000000	0.000000	1.168559	2.248645	1.157675	2.268044	1.468231	0.000000	0.000000	0.035727	0.000000	2.601809	0.000000	0.968738	3.235819	0.000000	0.070949	2.927670	0.000000	0.000000	0.000000	0.529358	1.707097	0.000000	0.000000	0.321053	0.000000	0.608796	0.000000	0.000000	2.035824
10	H	0.966110	1.033168	0.000000	0.000000	0.000000	0.451317	0.000000	0.573298	0.000000	1.117544	3.020418	0.000000	0.000000	0.000000	0.000000	1.701131	0.000000	1.168423	0.000000	0.000000	1.985466	0.204178	2.495388	0.552974	0.000000	1.525540	0.278272	1.195114	0.756853	0.000000	0.806177	1.541724	2.951218	0.000000	0.000000	1.148153	2.220193	1.147524	2.230093	1.457106	0.000000	0.000000	0.046337	0.000000	2.552211	0.000000	0.963825	3.187555	0.000000	0.075351	2.883935	0.000000	0.000000	0.000000	0.502078	1.689104	0.000000	0.000000	0.311291	0.000000	0.598306	0.000000	0.000000	1.997734
